multiplicity,time,0.01,0.5,0.99
multiple,100,1,1,1
multiple,200,1,1,1
multiple,300,1,1,1
multiple,400,1,1,1
multiple,500,1,1,1
multiple,600,1,1,1
multiple,700,1,1,1
multiple,800,1,1,1
multiple,900,1,1,1
multiple,1000,1,1,1
multiple,1100,0.997624703087886,1,1
multiple,1200,0.997624703087886,1,1
multiple,1300,0.9953378864126529,0.9978494623655914,1
multiple,1400,0.9937097551184263,0.9978260869565218,1
multiple,1500,0.9849762499181839,0.9934711565785734,1
multiple,1600,0.9817750896761187,0.9913978494623656,0.9979340536512668
multiple,1700,0.9680162457110383,0.9824561403508771,0.9931830357142858
multiple,1800,0.957679937939491,0.9743015669715224,0.9881006493506493
multiple,1900,0.9483125927496291,0.9666666666666667,0.9822647324512461
multiple,2000,0.9320840605219847,0.9526881720430107,0.9709191648023863
multiple,2100,0.910635363169479,0.9356272507523062,0.9566161015857922
multiple,2200,0.9,0.9263730819113125,0.9495626448195962
multiple,2300,0.8726745495495496,0.9023861171366594,0.9285746031746033
multiple,2400,0.8443477418104284,0.8779443254817987,0.9058616631799163
multiple,2500,0.8271014386222829,0.8631346578366446,0.8941963310766543
multiple,2600,0.7930221463585434,0.8315334773218143,0.8633581219488404
multiple,2700,0.7580941161070751,0.7987550527552852,0.8353958991814571
multiple,2800,0.7375214090351787,0.7803520807209459,0.818618894683599
multiple,2900,0.6960333143755,0.7417286957473592,0.7810731554914683
multiple,3000,0.6574021820917983,0.7034331565630307,0.7471328509852216
multiple,3100,0.6409175578373312,0.6866943291839558,0.7317692490259291
multiple,3200,0.6030007389932638,0.6514978946641816,0.6989311920254743
multiple,3300,0.5572588058050613,0.6039633939558363,0.647578345655925
multiple,3400,0.5333125000000001,0.5842586802050453,0.629144799635835
multiple,3500,0.49995454545454543,0.5522557666214383,0.5958383027522935
multiple,3600,0.4572615498875787,0.5089287493771799,0.5553238973609715
multiple,3700,0.4438905247497133,0.494278696852105,0.5400030501089325
multiple,3800,0.40868764302059496,0.46292134831460674,0.5098100490196078
multiple,3900,0.3867185050256993,0.43488009358549423,0.4822581363920387
multiple,4000,0.37248940799267144,0.42072526169236324,0.46847055872577914
multiple,4100,0.3449086962603024,0.39441405312424993,0.44167013129102844
multiple,4200,0.3188360304152856,0.3644071983221281,0.4110873307072567
multiple,4300,0.30641207298136647,0.3536036036036036,0.3995629139072847
multiple,4400,0.28162053539141846,0.32519413839998423,0.3729202188940092
multiple,4500,0.2634031593406594,0.305553618835644,0.35322728617934296
multiple,4600,0.2553979353979354,0.29439252336448596,0.3416868065675191
