multiplicity,time,0.01,0.5,0.99
multiple,100,1,1,1
multiple,200,1,1,1
multiple,300,1,1,1
multiple,400,1,1,1
multiple,500,1,1,1
multiple,600,1,1,1
multiple,700,1,1,1
multiple,800,1,1,1
multiple,900,1,1,1
multiple,1000,1,1,1
multiple,1100,1,1,1
multiple,1200,0.99462326773029,1,1
multiple,1300,0.9939756607073456,0.9981949458483754,1
multiple,1400,0.9887627681307456,0.996219281663516,1
multiple,1500,0.9778184432121586,0.9893143281252974,0.9966962971861016
multiple,1600,0.9700368910344246,0.9842743209639084,0.9945454545454545
multiple,1700,0.9539583510412241,0.9709352017491553,0.9852949241853963
multiple,1800,0.9255256076023883,0.9482758620689655,0.9681082255356966
multiple,1900,0.9100324524481489,0.9355119703270764,0.9576958041958042
multiple,2000,0.8834947806409227,0.9103947719306137,0.9369237047054982
multiple,2100,0.8397884109933434,0.8728069095430985,0.9044953097618802
multiple,2200,0.8171846435100548,0.8522429646140985,0.8862385321100917
multiple,2300,0.7650417364133467,0.8048780487804879,0.8435138358778627
multiple,2400,0.7182296866511548,0.7585568458192032,0.7989003484654511
multiple,2500,0.68749874749499,0.7355598169763262,0.7781926322035864
multiple,2600,0.6408766532730621,0.6869736971588434,0.7283306722179553
multiple,2700,0.5871153846153846,0.6326747259413319,0.6771842250413679
multiple,2800,0.5638652861233213,0.6101529718835697,0.6554078730904818
multiple,2900,0.51742171589878,0.5618614718614718,0.6077795459522592
multiple,3000,0.47241780221262814,0.5164321817334707,0.5625076530612245
multiple,3100,0.44923077721929133,0.49557250281322385,0.5408203496452344
multiple,3200,0.409708484749869,0.4564459930313589,0.5009141289475313
multiple,3300,0.3641337621324457,0.4126689089514368,0.45841609143946394
multiple,3400,0.3493518858207165,0.3955633918320485,0.4397053830774454
multiple,3500,0.31540723578684726,0.3613864884707952,0.4064914607323069
multiple,3600,0.2873677575947385,0.33080566676489825,0.37183223000244614
multiple,3700,0.2717183838619064,0.3150934451181475,0.3561153603433043
multiple,3800,0.24137058053251856,0.2806854496836888,0.32150071281482656
multiple,3900,0.21596811501370056,0.25700292146416914,0.2977631910888591
multiple,4000,0.20507715217911876,0.24478672517394054,0.28519717942021416
multiple,4100,0.18497094859163826,0.22110292054929714,0.2612129786832673
multiple,4200,0.1679624495967742,0.20402637589331762,0.2423190371360432
multiple,4300,0.15779621978929975,0.1952398931226766,0.2329784946236559
multiple,4400,0.14205078403731355,0.1765834932821497,0.2148332502436883
multiple,4500,0.12677019359145525,0.16108701098350497,0.1974745584857844
multiple,4600,0.11909512011541115,0.15327719384514515,0.18739968714758629
