replicate,dif,multiplicity,log10_SpVL
1,0.01879023866546703,log10_SpVL_single,4.122605829066263
1,0.01879023866546703,log10_SpVL_multiple,4.14139606773173
2,0.028147725999821738,log10_SpVL_single,4.120511119132056
2,0.028147725999821738,log10_SpVL_multiple,4.1486588451318775
3,0.05256020410310924,log10_SpVL_single,4.116226209045594
3,0.05256020410310924,log10_SpVL_multiple,4.168786413148704
4,0.04238016987924276,log10_SpVL_single,4.118139601437051
4,0.04238016987924276,log10_SpVL_multiple,4.160519771316293
5,0.02857038141776691,log10_SpVL_single,4.120796464428693
5,0.02857038141776691,log10_SpVL_multiple,4.14936684584646
6,0.07474357371762075,log10_SpVL_single,4.110976429637614
6,0.07474357371762075,log10_SpVL_multiple,4.185720003355235
7,0.04381234261347533,log10_SpVL_single,4.117635882285633
7,0.04381234261347533,log10_SpVL_multiple,4.161448224899108
8,0.04190153572244881,log10_SpVL_single,4.117717881252149
8,0.04190153572244881,log10_SpVL_multiple,4.159619416974598
9,0.036917943100172046,log10_SpVL_single,4.118898448495673
9,0.036917943100172046,log10_SpVL_multiple,4.155816391595845
10,0.04320946691300698,log10_SpVL_single,4.117540892391721
10,0.04320946691300698,log10_SpVL_multiple,4.160750359304728
11,0.04343057618810686,log10_SpVL_single,4.117521446448619
11,0.04343057618810686,log10_SpVL_multiple,4.160952022636726
12,0.01697400533621707,log10_SpVL_single,4.122941847784759
12,0.01697400533621707,log10_SpVL_multiple,4.139915853120976
13,0.03591956021382359,log10_SpVL_single,4.118908252817622
13,0.03591956021382359,log10_SpVL_multiple,4.154827813031446
14,0.054972204691823734,log10_SpVL_single,4.115246557027632
14,0.054972204691823734,log10_SpVL_multiple,4.170218761719456
15,0.031148632409191634,log10_SpVL_single,4.1199980932266795
15,0.031148632409191634,log10_SpVL_multiple,4.151146725635871
16,0.061603618198669885,log10_SpVL_single,4.113915545464449
16,0.061603618198669885,log10_SpVL_multiple,4.175519163663119
17,0.056288319574870016,log10_SpVL_single,4.114776089698463
17,0.056288319574870016,log10_SpVL_multiple,4.171064409273333
18,0.02935627737831137,log10_SpVL_single,4.120503432652
18,0.02935627737831137,log10_SpVL_multiple,4.149859710030311
19,0.028542849228093914,log10_SpVL_single,4.120553573741431
19,0.028542849228093914,log10_SpVL_multiple,4.149096422969525
20,0.03823520749993481,log10_SpVL_single,4.118660182997682
20,0.03823520749993481,log10_SpVL_multiple,4.156895390497617
21,0.04686024298208746,log10_SpVL_single,4.116836422919687
21,0.04686024298208746,log10_SpVL_multiple,4.1636966659017745
22,0.06345467714787745,log10_SpVL_single,4.113298282512808
22,0.06345467714787745,log10_SpVL_multiple,4.176752959660686
23,0.04219676380572501,log10_SpVL_single,4.117977169215751
23,0.04219676380572501,log10_SpVL_multiple,4.160173933021476
24,0.027458229424485836,log10_SpVL_single,4.120595781106773
24,0.027458229424485836,log10_SpVL_multiple,4.148054010531259
25,0.029259437070714434,log10_SpVL_single,4.120569809493447
25,0.029259437070714434,log10_SpVL_multiple,4.1498292465641615
26,0.04687975477115369,log10_SpVL_single,4.117001194022462
26,0.04687975477115369,log10_SpVL_multiple,4.163880948793616
27,0.031064558809820397,log10_SpVL_single,4.1201738920822395
27,0.031064558809820397,log10_SpVL_multiple,4.15123845089206
28,0.032328548105020616,log10_SpVL_single,4.11993859536812
28,0.032328548105020616,log10_SpVL_multiple,4.15226714347314
29,0.05773063623982555,log10_SpVL_single,4.114558208807886
29,0.05773063623982555,log10_SpVL_multiple,4.172288845047712
30,0.040479886274652266,log10_SpVL_single,4.118171455893762
30,0.040479886274652266,log10_SpVL_multiple,4.158651342168414
31,0.04961458731891266,log10_SpVL_single,4.116202872777259
31,0.04961458731891266,log10_SpVL_multiple,4.1658174600961715
32,0.02336866013692873,log10_SpVL_single,4.121584403704006
