multiplicity,time,0.01,0.5,0.99
multiple,100,1,1,1
multiple,200,1,1,1
multiple,300,1,1,1
multiple,400,1,1,1
multiple,500,1,1,1
multiple,600,1,1,1
multiple,700,1,1,1
multiple,800,1,1,1
multiple,900,1,1,1
multiple,1000,1,1,1
multiple,1100,0.9989878491262235,0.99950884086444,1
multiple,1200,0.996473301153885,0.9981251414272565,0.9995217894725358
multiple,1300,0.9948194054201034,0.9970717423133236,0.9990282762355595
multiple,1400,0.9902341838918787,0.9939819458375125,0.9966321678233119
multiple,1500,0.9833167314874872,0.9884235453380996,0.9930392454057855
multiple,1600,0.9770214480401488,0.9832635973125221,0.9887206753874496
multiple,1700,0.9615382788233146,0.96892724841853906,0.976332340215914
multiple,1800,0.9383440485271148,0.9476297370876605,0.9571987305303996
multiple,1900,0.9228784905026781,0.9339766752236933,0.9451674876847291
multiple,2000,0.8913773071848443,0.9045510398828743,0.9174007567498236
multiple,2100,0.8520940233675113,0.8678924559174126,0.8825884141070709
multiple,2200,0.8329211708924735,0.8486193293885601,0.8642724341347944
multiple,2300,0.7876008466760878,0.8059665226103112,0.8238649381138344
multiple,2400,0.7397576373626373,0.7593400290457292,0.779371559506391
multiple,2500,0.7159056439582298,0.736893921881353,0.7572293784980215
multiple,2600,0.6684996229187071,0.6915238356053329,0.7128104938409681
multiple,2700,0.6194307900126697,0.6435195732741084,0.6657046830509731
multiple,2800,0.593062116629378,0.6178597828224126,0.640634639816788
multiple,2900,0.5451031723288102,0.5697089366497342,0.592852619634096
multiple,3000,0.5049659534416289,0.5282927989051645,0.5521786197855102
multiple,3100,0.48175725405110714,0.5055903151437174,0.5290825293378485
multiple,3200,0.43743701948766495,0.4609355804668305,0.4857873558349326
multiple,3300,0.4011819090454773,0.4240785809934746,0.4492897080653142
multiple,3400,0.38380475262778574,0.40715893621375376,0.4315483604473818
multiple,3500,0.35021913428430895,0.3728052149355472,0.3956027962598166
multiple,3600,0.3173400916709874,0.3392943952251079,0.362082987533386
multiple,3700,0.3003017966169427,0.32196422389569257,0.3447094034585081
multiple,3800,0.2728619056743874,0.2958320679948774,0.31631323996033717
multiple,3900,0.24620371193374815,0.26806878519635147,0.28800451579492486
multiple,4000,0.2331221758711768,0.2546552555933491,0.27367928326280877
multiple,4100,0.2111355568474174,0.2298368090032359,0.24813425278312057
multiple,4200,0.19183191336619293,0.20970873786407768,0.22906667779438505
multiple,4300,0.18163772221024574,0.19960521567273326,0.2173120077943404
multiple,4400,0.1630467439655801,0.18094758064516128,0.1990803800356112
multiple,4500,0.1460658163061298,0.16250917623200836,0.17975201435338364
multiple,4600,0.14037128240976107,0.15677856558286102,0.17296818869351485
multiple,4700,0.12425531920248456,0.14084860037417488,0.15660559139273048
multiple,4800,0.11160165743991358,0.1283700376057064,0.14244385630859213
multiple,4900,0.10508257560237642,0.12122699484044601,0.1365450278284566
multiple,5000,0.09767910301273545,0.11235681808245529,0.12690691254961514
multiple,5100,0.08937157378431763,0.10333667407482913,0.11759234396177072
multiple,5200,0.0839136370728663,0.09810756972111553,0.11236257999599682
multiple,5300,0.07613100219939316,0.08995502248875563,0.10356840754805119
multiple,5400,0.06945071514467871,0.08255297494051819,0.0954274569507971
multiple,5500,0.06702219756669929,0.0799901864573111,0.09280953740137414
multiple,5600,0.06151423309786299,0.07404658917178077,0.085730061463135
multiple,5700,0.05593998306536193,0.06723711818259473,0.07881941525580456
multiple,5800,0.053682151206725544,0.06438168832925212,0.0753971028971029
multiple,5900,0.04783458311768034,0.05882354308696436,0.06976835073448381
multiple,6000,0.04279954021485371,0.0533074787402041,0.06402402053462776
multiple,6100,0.040038472324464544,0.050122252312033336,0.06054696294085088
multiple,6200,0.036477807326965005,0.04640829707627997,0.0561024110752293
multiple,6300,0.0336746808583084,0.04329004329004329,0.052813947340697415
multiple,6400,0.031887598177749645,0.0413479818660427,0.0504339332172454
multiple,6500,0.03018280332770501,0.03925868983734636,0.048597404635268494
multiple,6600,0.027175413132219328,0.03538958983447138,0.04442588633182009
multiple,6700,0.02595536114650583,0.0341523786524994,0.04300180621379673
multiple,6800,0.024636703120832222,0.0325304358079124,0.04082666163937062
multiple,6900,0.023149189153961178,0.030735214094828107,0.03891689869351039
multiple,7000,0.020621546342692382,0.028302054304668426,0.036310172429688314
multiple,7100,0.018876466202953267,0.02609363179208758,0.03363638215714053
multiple,7200,0.016647366055934826,0.02383872503183313,0.031202970279179044
multiple,7300,0.0163045654213869,0.023266856600189935,0.0303935036348365
multiple,7400,0.01461105650461961,0.020927468484377126,0.028065467186322836
multiple,7500,0.013492782990974632,0.019400813584840106,0.0261016946623656
multiple,7600,0.01292236537732001,0.018705391238945945,0.025449553546393163
multiple,7700,0.011349206123748583,0.017109266217975157,0.023323977418289097
multiple,7800,0.009820909090439266,0.015222195859892576,0.020925328467153285
multiple,7900,0.009305900850516007,0.014514151306604137,0.02005299707602339
multiple,8000,0.00821177692800778,0.013030888030888031,0.018295830810813388
multiple,8100,0.007496139654723536,0.012218504472324506,0.01729614552952977
multiple,8200,0.007484843652664805,0.012030075187969926,0.017294384899575892
multiple,8300,0.0064869289820956,0.011083126238508267,0.015971265760680017
multiple,8400,0.005922797047142679,0.010401191258868205,0.015377904904476759
multiple,8500,0.005474901443012859,0.00986679822397632,0.014757614328885579
multiple,8600,0.004982363217572244,0.009361916915035878,0.014028691504801247
multiple,8700,0.004652671003144331,0.008932885819914346,0.013822412841477623
multiple,8800,0.004563233089337684,0.008695652173913044,0.01328278759745634
