multiplicity,time,0.01,0.5,0.99
multiple,100,1,1,1
multiple,200,1,1,1
multiple,300,1,1,1
multiple,400,1,1,1
multiple,500,1,1,1
multiple,600,1,1,1
multiple,700,1,1,1
multiple,800,1,1,1
multiple,900,1,1,1
multiple,1000,1,1,1
multiple,1100,1,1,1
multiple,1200,1,1,1
multiple,1300,1,1,1
multiple,1400,0.9990004947526238,1,1
multiple,1500,0.9964998946840522,0.9984646878198568,0.9995153224715796
multiple,1600,0.9951469525363433,0.997467071935157,0.9994845703939486
multiple,1700,0.9920037575197364,0.9950531780302864,0.9975247524752475
multiple,1800,0.9866466705743,0.9905500841778536,0.9940983920057922
multiple,1900,0.9838464888806066,0.9880418535127056,0.9923527432370306
multiple,2000,0.9745797737671581,0.9799498746867168,0.9861468839308045
multiple,2100,0.9616732673420797,0.9686152292613642,0.9761710669048589
multiple,2200,0.9541737485151522,0.9617403366794284,0.9697740307205124
multiple,2300,0.9345493373701602,0.9445402386844117,0.9533959848399565
multiple,2400,0.909507271975533,0.9211513415409027,0.93261231516709
multiple,2500,0.8895930556544324,0.9026863713837505,0.9153387520799007
multiple,2600,0.8572847817279372,0.8703798573163327,0.8844076314238709
multiple,2700,0.8234623419739153,0.8393977178266455,0.8552084975521818
multiple,2800,0.8056580557142973,0.8212277490668964,0.8368458549422376
multiple,2900,0.7683463216763268,0.7859990069513406,0.8037263120697216
multiple,3000,0.7266412664739914,0.7459697117733268,0.7648769546939479
multiple,3100,0.705505207809308,0.7249052690502504,0.744670617640641
multiple,3200,0.6646865754780292,0.6856851664942951,0.70696723553547
multiple,3300,0.6237105723850572,0.6439001740210823,0.6648539369438909
multiple,3400,0.6022932144464191,0.622200384943973,0.6436445811760196
multiple,3500,0.562495253164557,0.5826065627926269,0.6048510576862527
multiple,3600,0.5226583823180777,0.5433525850917617,0.5661497959571036
multiple,3700,0.5017736958702631,0.5230917814270061,0.5463101013479513
multiple,3800,0.4693258291416346,0.49015151263940226,0.5136115966996867
multiple,3900,0.43737183136530455,0.4585511262930618,0.48117031208084604
multiple,4000,0.4223395456308231,0.4440866905207552,0.46607695384322795
multiple,4100,0.39317722713362363,0.41418472364965175,0.43558748769219113
multiple,4200,0.3644707680213358,0.3852168353701713,0.4077819596777982
multiple,4300,0.34754140307901593,0.36815911035750504,0.38997798620262
multiple,4400,0.3166790209113586,0.3381949537919906,0.35867132252754363
multiple,4500,0.28988471549296885,0.3098616113800836,0.3307568744180124
multiple,4600,0.2788936504363792,0.2996011964107677,0.3199229386764195
multiple,4700,0.258337188091654,0.2785126152287928,0.3003997390222072
multiple,4800,0.2335141902144267,0.2533973598254237,0.2726906896871809
multiple,4900,0.22403999046686726,0.24405345813449292,0.26371425037500035
multiple,5000,0.20778966259870782,0.22774268137322515,0.24700634234489602
multiple,5100,0.1922693743225914,0.21000759747970088,0.22951662639268242
multiple,5200,0.18585361721778654,0.2035623640319072,0.2234589869805384
multiple,5300,0.17356071786033736,0.19124316568922684,0.21027017868553316
multiple,5400,0.15933762506907245,0.176411034078423,0.19523165375976398
multiple,5500,0.1508361805307854,0.16814129301622283,0.18774813293923873
multiple,5600,0.13916392208995026,0.15606060606060607,0.17384791689688367
multiple,5700,0.12776515651620504,0.14401009186590114,0.1610672273352375
multiple,5800,0.12251841908091908,0.1380868774556452,0.15388635838288034
multiple,5900,0.11190129680089601,0.12666965978445632,0.14243106150313342
multiple,6000,0.1035345820797592,0.11794102948525736,0.13300235724743778
multiple,6100,0.09821410678499856,0.11304554181259392,0.12775597658063712
multiple,6200,0.0908160500860627,0.1050535178391971,0.11951272534464474
multiple,6300,0.08405863543471412,0.09768378650553877,0.11273397783976413
multiple,6400,0.08037877072735657,0.09449017836893683,0.10890181066923824
multiple,6500,0.07504457110616207,0.08796081624924892,0.10172283463219499
multiple,6600,0.0687058844395822,0.08184329482672023,0.09463422450749295
multiple,6700,0.06547280113756813,0.07836998986987256,0.09164108162243365
multiple,6800,0.06209433566726762,0.07401799485861182,0.08674502900385975
multiple,6900,0.05773991724966228,0.0695266272189349,0.08155677308337676
multiple,7000,0.05552715407143908,0.06663444905670152,0.07856001603796384
multiple,7100,0.051865711914875136,0.0625,0.07428213996968165
multiple,7200,0.0484560968443958,0.059111072478608306,0.07034462200652132
multiple,7300,0.04652339848765872,0.057279746206474795,0.06780612899579301
multiple,7400,0.0425531914893617,0.05289800666750373,0.06345413613029546
multiple,7500,0.04061764400622729,0.05035605289928789,0.06066634521255441
multiple,7600,0.03823037419604351,0.04812296699194796,0.05814134717691489
multiple,7700,0.03534575803118259,0.044095259773077114,0.05308479124022787
multiple,7800,0.03357710573476703,0.04156356784565601,0.05063297362558032
multiple,7900,0.031831313782340234,0.04003979263494835,0.04909885651342015
multiple,8000,0.029320370435093678,0.03718908693086259,0.04634212063677523
multiple,8100,0.02688581410564783,0.03439617919130822,0.043084086482015484
multiple,8200,0.02566631876660877,0.03315758515182421,0.04154173687118441
multiple,8300,0.022039979497693492,0.02958876629889669,0.03762208077592245
multiple,8400,0.020968978544426118,0.028172495178684566,0.0359176965225827
multiple,8500,0.02050188702495015,0.027610387095993512,0.03512277252364361
multiple,8600,0.01909869645083763,0.026276272702744206,0.033675468125394487
multiple,8700,0.017399937970354433,0.02455525085258236,0.03205213028937036
multiple,8800,0.01686066767026128,0.023447206747449212,0.030934006920900748
multiple,8900,0.015434533862898553,0.021906897050920263,0.02878129052176598
multiple,9000,0.013826855163799468,0.019890601690701143,0.026737994895233572
