replicate,dif,multiplicity,log10_SpVL
1,0.018306172232870566,log10_SpVL_single,4.208491606412507
1,0.018306172232870566,log10_SpVL_multiple,4.226797778645378
2,0.07797408668139205,log10_SpVL_single,4.198871210223707
2,0.07797408668139205,log10_SpVL_multiple,4.276845296905099
3,0.0010627814603827446,log10_SpVL_single,4.210997828256219
3,0.0010627814603827446,log10_SpVL_multiple,4.212060609716602
4,0.02194406334190191,log10_SpVL_single,4.207812214208694
4,0.02194406334190191,log10_SpVL_multiple,4.229756277550596
5,-0.0035213393358821676,log10_SpVL_single,4.211656951223393
5,-0.0035213393358821676,log10_SpVL_multiple,4.208135611887511
6,-0.009887649396088882,log10_SpVL_single,4.212700977196449
6,-0.009887649396088882,log10_SpVL_multiple,4.20281332780036
7,-0.012315033417756638,log10_SpVL_single,4.212967013392214
7,-0.012315033417756638,log10_SpVL_multiple,4.200651979974458
8,0.01609769727806043,log10_SpVL_single,4.208499652901428
8,0.01609769727806043,log10_SpVL_multiple,4.224597350179488
9,0.010004471572836238,log10_SpVL_single,4.2096343875427555
9,0.010004471572836238,log10_SpVL_multiple,4.219638859115592
10,-0.05217594012746929,log10_SpVL_single,4.218893176565418
10,-0.05217594012746929,log10_SpVL_multiple,4.166717236437949
11,0.012355563608825726,log10_SpVL_single,4.209317749467914
11,0.012355563608825726,log10_SpVL_multiple,4.22167331307674
12,0.010616883976378055,log10_SpVL_single,4.2095439656693845
12,0.010616883976378055,log10_SpVL_multiple,4.2201608496457625
13,0.03792114842926164,log10_SpVL_single,4.205564031127988
13,0.03792114842926164,log10_SpVL_multiple,4.24348517955725
14,-0.01017544069201115,log10_SpVL_single,4.2126803945597135
14,-0.01017544069201115,log10_SpVL_multiple,4.202504953867702
15,0.020209556460433653,log10_SpVL_single,4.208019096828667
15,0.020209556460433653,log10_SpVL_multiple,4.228228653289101
16,-0.0018639267472080334,log10_SpVL_single,4.211443725842683
16,-0.0018639267472080334,log10_SpVL_multiple,4.209579799095475
17,0.023976334933743182,log10_SpVL_single,4.207539934761694
17,0.023976334933743182,log10_SpVL_multiple,4.231516269695438
18,-0.050942513603998485,log10_SpVL_single,4.218547257273788
18,-0.050942513603998485,log10_SpVL_multiple,4.16760474366979
19,-0.006974654563491001,log10_SpVL_single,4.212271444198582
19,-0.006974654563491001,log10_SpVL_multiple,4.205296789635091
20,-0.002452343455538575,log10_SpVL_single,4.211523971305778
20,-0.002452343455538575,log10_SpVL_multiple,4.209071627850239
21,-0.020044549074877516,log10_SpVL_single,4.214250900673447
21,-0.020044549074877516,log10_SpVL_multiple,4.194206351598569
22,0.015517995347022584,log10_SpVL_single,4.208754871410868
22,0.015517995347022584,log10_SpVL_multiple,4.22427286675789
23,-0.03596801044357889,log10_SpVL_single,4.216735248586366
23,-0.03596801044357889,log10_SpVL_multiple,4.180767238142787
24,-0.030214990796181063,log10_SpVL_single,4.215621898176749
24,-0.030214990796181063,log10_SpVL_multiple,4.1854069073805675
25,-0.040982317002543844,log10_SpVL_single,4.217458960381228
25,-0.040982317002543844,log10_SpVL_multiple,4.176476643378684
26,0.02002202146704324,log10_SpVL_single,4.208176655301785
26,0.02002202146704324,log10_SpVL_multiple,4.228198676768828
27,0.007511538218766489,log10_SpVL_single,4.209992242273864
27,0.007511538218766489,log10_SpVL_multiple,4.21750378049263
28,-0.03031080671236186,log10_SpVL_single,4.215402864830706
28,-0.03031080671236186,log10_SpVL_multiple,4.185092058118344
29,-0.044089280800221786,log10_SpVL_single,4.217568548316574
29,-0.044089280800221786,log10_SpVL_multiple,4.173479267516353
30,0.05032887918535245,log10_SpVL_single,4.203666185167957
30,0.05032887918535245,log10_SpVL_multiple,4.253995064353309
31,-0.008504855740007145,log10_SpVL_single,4.21251100013623
31,-0.008504855740007145,log10_SpVL_multiple,4.204006144396223
32,0.01846476250582363,log10_SpVL_single,4.2083855731306015
32,0.01846476250582363,log10_SpVL_multiple,4.226850335636425
33,-0.048277738860880604,log10_SpVL_single,4.218006470231321
33,-0.048277738860880604,log10_SpVL_multiple,4.169728731370441
34,-0.0017737706453839763,log10_SpVL_single,4.211426935810946
34,-0.0017737706453839763,log10_SpVL_multiple,4.209653165165562
35,-0.007947550628519373,log10_SpVL_single,4.212349067319502
35,-0.007947550628519373,log10_SpVL_multiple,4.204401516690982
36,-0.03745997191867989,log10_SpVL_single,4.216257838025235
36,-0.03745997191867989,log10_SpVL_multiple,4.178797866106555
37,-0.0074053596622754014,log10_SpVL_single,4.212325398096283
37,-0.0074053596622754014,log10_SpVL_multiple,4.2049200384340075
38,0.010215702465667498,log10_SpVL_single,4.20956928325063
38,0.010215702465667498,log10_SpVL_multiple,4.219784985716298
39,0.02187698417227768,log10_SpVL_single,4.207871552559052
39,0.02187698417227768,log10_SpVL_multiple,4.2297485367313294
40,-0.07040143953452649,log10_SpVL_single,4.2224494058693836
40,-0.07040143953452649,log10_SpVL_multiple,4.152047966334857
41,-0.01373034041142418,log10_SpVL_single,4.213270682455729
41,-0.01373034041142418,log10_SpVL_multiple,4.199540342044305
42,0.008866285613421176,log10_SpVL_single,4.209837181050683
42,0.008866285613421176,log10_SpVL_multiple,4.218703466664104
43,-0.009468311198349788,log10_SpVL_single,4.212623787153981
43,-0.009468311198349788,log10_SpVL_multiple,4.203155475955631
44,0.0012893607888111447,log10_SpVL_single,4.210977025827679
44,0.0012893607888111447,log10_SpVL_multiple,4.2122663866164904
45,-0.02264949844118469,log10_SpVL_single,4.214608105386645
45,-0.02264949844118469,log10_SpVL_multiple,4.191958606945461
46,0.024135752524987453,log10_SpVL_single,4.20767053410382
46,0.024135752524987453,log10_SpVL_multiple,4.2318062866288075
47,0.027154979596981654,log10_SpVL_single,4.20693721360932
47,0.027154979596981654,log10_SpVL_multiple,4.234092193206302
48,-0.006929214490655866,log10_SpVL_single,4.2122309359891785
48,-0.006929214490655866,log10_SpVL_multiple,4.205301721498523
49,0.06951726896944077,log10_SpVL_single,4.200494440611811
49,0.06951726896944077,log10_SpVL_multiple,4.270011709581252
50,0.07317187865261676,log10_SpVL_single,4.199464313813319
50,0.07317187865261676,log10_SpVL_multiple,4.272636192465936
51,0.01007052503484207,log10_SpVL_single,4.209614584616491
51,0.01007052503484207,log10_SpVL_multiple,4.2196851096513335
52,0.010253993624242064,log10_SpVL_single,4.209658603676822
52,0.010253993624242064,log10_SpVL_multiple,4.2199125973010645
53,2.1822810947202953e-4,log10_SpVL_single,4.211134599510996
53,2.1822810947202953e-4,log10_SpVL_multiple,4.211352827620468
54,-0.012056390068512002,log10_SpVL_single,4.213060595409867
54,-0.012056390068512002,log10_SpVL_multiple,4.201004205341355
55,0.011325188993075663,log10_SpVL_single,4.2095264234360075
55,0.011325188993075663,log10_SpVL_multiple,4.220851612429083
56,-0.03573650314215193,log10_SpVL_single,4.216172525134081
56,-0.03573650314215193,log10_SpVL_multiple,4.180436021991929
57,-0.006939733082599098,log10_SpVL_single,4.212219205222206
57,-0.006939733082599098,log10_SpVL_multiple,4.2052794721396065
58,0.093040621173194,log10_SpVL_single,4.197717982819263
58,0.093040621173194,log10_SpVL_multiple,4.290758603992457
59,0.022623910570877648,log10_SpVL_single,4.207664768506243
59,0.022623910570877648,log10_SpVL_multiple,4.230288679077121
60,0.02002220935890353,log10_SpVL_single,4.20810603611571
60,0.02002220935890353,log10_SpVL_multiple,4.228128245474614
61,0.03609061841211325,log10_SpVL_single,4.20584607117809
61,0.03609061841211325,log10_SpVL_multiple,4.2419366895902035
62,0.018740908167231396,log10_SpVL_single,4.20848212839566
62,0.018740908167231396,log10_SpVL_multiple,4.227223036562892
63,0.04723536416917096,log10_SpVL_single,4.204218075125501
63,0.04723536416917096,log10_SpVL_multiple,4.251453439294672
64,0.030567383635171197,log10_SpVL_single,4.2060137765234336
64,0.030567383635171197,log10_SpVL_multiple,4.236581160158605
65,-0.048881684060541275,log10_SpVL_single,4.218139030753895
65,-0.048881684060541275,log10_SpVL_multiple,4.169257346693354
66,0.011364556159613848,log10_SpVL_single,4.209640922280236
66,0.011364556159613848,log10_SpVL_multiple,4.221005478439849
67,0.02838270585135305,log10_SpVL_single,4.2069006209938875
67,0.02838270585135305,log10_SpVL_multiple,4.235283326845241
68,-0.05857352559235096,log10_SpVL_single,4.219802964204389
68,-0.05857352559235096,log10_SpVL_multiple,4.161229438612038
69,-0.012004408098075459,log10_SpVL_single,4.212990870507596
69,-0.012004408098075459,log10_SpVL_multiple,4.200986462409521
70,-0.052756861606446215,log10_SpVL_single,4.218894651377999
70,-0.052756861606446215,log10_SpVL_multiple,4.166137789771553
71,0.06422644802302635,log10_SpVL_single,4.20116261948911
71,0.06422644802302635,log10_SpVL_multiple,4.265389067512136
72,-0.026887367795371375,log10_SpVL_single,4.215105433855031
72,-0.026887367795371375,log10_SpVL_multiple,4.18821806605966
73,0.06987795799426877,log10_SpVL_single,4.199587987904543
73,0.06987795799426877,log10_SpVL_multiple,4.269465945898812
74,0.02205561108706089,log10_SpVL_single,4.207717400107284
74,0.02205561108706089,log10_SpVL_multiple,4.229773011194345
75,-0.004385308256557252,log10_SpVL_single,4.2118642754616875
75,-0.004385308256557252,log10_SpVL_multiple,4.20747896720513
76,-0.030709020890469674,log10_SpVL_single,4.21605891343839
