multiplicity,time,0.01,0.5,0.99
multiple,100,1,1,1
multiple,200,1,1,1
multiple,300,1,1,1
multiple,400,1,1,1
multiple,500,1,1,1
multiple,600,1,1,1
multiple,700,1,1,1
multiple,800,1,1,1
multiple,900,1,1,1
multiple,1000,1,1,1
multiple,1100,1,1,1
multiple,1200,0.9983402351773479,1,1
multiple,1300,0.9966777132473358,0.9991554054054054,1
multiple,1400,0.9926410466067048,0.9966859983429992,0.9992076320091732
multiple,1500,0.9874580890275815,0.9927797822317703,0.9975104967945972
multiple,1600,0.9823003613132952,0.988663967611336,0.9942482926303595
multiple,1700,0.9665516271606095,0.975609756097561,0.9840492064610453
multiple,1800,0.9449876746921684,0.9566626286701254,0.9677200878383995
multiple,1900,0.933490901403157,0.9460663176494977,0.9585802314888854
multiple,2000,0.9026937359792021,0.9187878494955142,0.9339553008895718
multiple,2100,0.8708314226065548,0.8882921056022017,0.9050376352363224
multiple,2200,0.8494523786418237,0.8691189050470488,0.8869796358858858
multiple,2300,0.8074011774600505,0.8283400809716599,0.8503691701537524
multiple,2400,0.7575963472668811,0.7804677825970376,0.8040831892078865
multiple,2500,0.7308612781255811,0.7553832902670112,0.7779639962954388
multiple,2600,0.6804464799064216,0.7050382755842063,0.7303030962368172
multiple,2700,0.6322301611432046,0.6572968487475441,0.682374497062339
multiple,2800,0.6098182899685317,0.6374220595639208,0.6639877555372243
multiple,2900,0.5697305098747407,0.5975510204081632,0.6249061008884528
multiple,3000,0.5211378542467595,0.5495188020785291,0.575557134420905
multiple,3100,0.5,0.5275045457458902,0.5530019734094858
multiple,3200,0.45643117305318925,0.48446989867059675,0.5127156358150678
multiple,3300,0.41079003555873056,0.4384959607054001,0.4669360960289577
multiple,3400,0.3949627451323613,0.4222404658019345,0.45071705667975637
multiple,3500,0.3599313680522624,0.38860544217687076,0.41555324928392356
multiple,3600,0.3263226274124007,0.3541148642532732,0.3793975821381952
multiple,3700,0.31123864736719087,0.33853760400416016,0.3633277851722384
multiple,3800,0.28168099660356744,0.30828880929035013,0.3338726194766362
multiple,3900,0.2537521419175939,0.27913617740366986,0.3034402197076283
multiple,4000,0.24030228662693315,0.2662551880782078,0.28988000855191043
multiple,4100,0.21612306773782158,0.24302114151353943,0.2661774139284513
multiple,4200,0.19724279433952446,0.22096767584660743,0.24468217533327447
multiple,4300,0.18739330309238122,0.21041890333611674,0.23371534885652873
multiple,4400,0.17007336125280684,0.191260992676087,0.21367080200281152
multiple,4500,0.15687541071024597,0.17651889282547945,0.19885909361318319
multiple,4600,0.14842177998894415,0.16735884266333687,0.18836276079170391
