multiplicity,time,0.01,0.5,0.99
multiple,100,1,1,1
multiple,200,1,1,1
multiple,300,1,1,1
multiple,400,1,1,1
multiple,500,1,1,1
multiple,600,1,1,1
multiple,700,1,1,1
multiple,800,1,1,1
multiple,900,1,1,1
multiple,1000,1,1,1
multiple,1100,0.9956329962460737,1,1
multiple,1200,0.9866666666666667,0.9961977186311787,1
multiple,1300,0.979918869024485,0.9925650557620818,1
multiple,1400,0.9713079042242024,0.9886792452830189,1
multiple,1500,0.9552170963364993,0.9790062878298172,0.9959185332669652
multiple,1600,0.948710323134115,0.9730855467402553,0.992000634920635
multiple,1700,0.9263118908382066,0.9571984435797666,0.9823796274828039
multiple,1800,0.9073359073359073,0.9402687756436939,0.9703425529272987
multiple,1900,0.8973362124270448,0.9337039339569448,0.9633805325109673
multiple,2000,0.8677037079423209,0.907404608472224,0.9425332728372655
multiple,2100,0.8294533889882727,0.8754863813229572,0.9151834122203097
multiple,2200,0.8076906984229161,0.8587786259541985,0.9000041493775934
multiple,2300,0.770742223030744,0.8215613382899628,0.8720034042553192
multiple,2400,0.7300339388818476,0.7862457130213519,0.8458528428093646
multiple,2500,0.7085003373819164,0.7678948161543098,0.825401966454598
multiple,2600,0.673363752122241,0.7337323791654906,0.7975713321765954
multiple,2700,0.6249903100775194,0.6858322313769369,0.7490444015444014
multiple,2800,0.6036997245179063,0.668,0.7283985605038236
multiple,2900,0.5606016597510373,0.6182889360489057,0.6820393483486156
multiple,3000,0.5104593829753988,0.576,0.6405001755001755
multiple,3100,0.48636599457611135,0.5522063595068138,0.6184884186191261
multiple,3200,0.43772495841105,0.5076055523423945,0.5744798618198949
multiple,3300,0.3966788856304985,0.4649826127890908,0.5357142857142857
multiple,3400,0.37599,0.44881889763779526,0.5148975192790114
multiple,3500,0.34090611353711786,0.411522633744856,0.482399189658499
multiple,3600,0.3094991108476586,0.3826086956521739,0.4527738010021474
multiple,3700,0.29267276422764227,0.36403508771929827,0.4328448120841575
multiple,3800,0.26470473792629895,0.3358208955223881,0.4015889058643789
multiple,3900,0.24596708090957164,0.308,0.371900826446281
multiple,4000,0.229837142368631,0.29378297141455034,0.35274646531330806
multiple,4100,0.20163817663817662,0.26459143968871596,0.32530161742861863
multiple,4200,0.18585247672608268,0.2462686567164179,0.3065718314532183
multiple,4300,0.17322297062264808,0.23404255319148937,0.2927796356528776
multiple,4400,0.1524073448237017,0.21011673151750973,0.26509738558978996
multiple,4500,0.13792427315753888,0.19366893057952456,0.24544566544566543
multiple,4600,0.13059372676845654,0.18219638242894057,0.23695499486736182
