multiplicity,time,0.01,0.5,0.99
multiple,100,1,1,1
multiple,200,1,1,1
multiple,300,1,1,1
multiple,400,1,1,1
multiple,500,1,1,1
multiple,600,1,1,1
multiple,700,1,1,1
multiple,800,1,1,1
multiple,900,0.9958153677044183,1,1
multiple,1000,0.9955945187322132,1,1
multiple,1100,0.9892817460317461,1,1
multiple,1200,0.9854529411764706,0.9961977186311787,1
multiple,1300,0.982454587796926,0.9958677685950413,1
multiple,1400,0.976094111526403,0.9919678714859438,1
multiple,1500,0.9624045963966519,0.9840637450199203,1
multiple,1600,0.9527258620689656,0.9771776307793809,0.9960015384615384
multiple,1700,0.9404255319148936,0.9683167074471422,0.988417433917434
multiple,1800,0.9146150776053216,0.9490909090909091,0.9769239610963749
multiple,1900,0.9024390243902439,0.9387755102040817,0.9705918965096412
multiple,2000,0.8638294821932433,0.9098360655737705,0.9459558742415886
multiple,2100,0.8192522762806953,0.8697398499629737,0.9166726618705036
multiple,2200,0.7991883583717585,0.8512703923315617,0.8996138996138996
multiple,2300,0.7611318289594657,0.8169014084507042,0.8674837053130555
multiple,2400,0.7176066148772988,0.7755071399973308,0.8278701639344263
multiple,2500,0.69402753673493,0.7510460983595078,0.809356724169603
multiple,2600,0.64453125,0.7086785347483738,0.7681270903010032
multiple,2700,0.5999765625,0.6666666666666666,0.7293262125270257
multiple,2800,0.5745021276595745,0.640976140976141,0.7003934107290936
multiple,2900,0.5284441692073171,0.5942022772480966,0.6575894509295287
multiple,3000,0.48446597760551247,0.5484472797303803,0.612785838855947
multiple,3100,0.45969540648924534,0.5274725274725275,0.5953329874621703
multiple,3200,0.4179056552101876,0.4803008494905878,0.5478365478914677
multiple,3300,0.380751274710755,0.44242852913116426,0.5101239773548139
multiple,3400,0.3675834554632796,0.42803030303030304,0.4962006271578347
multiple,3500,0.33026749622130835,0.39194594594594595,0.45646543420272667
multiple,3600,0.2927709856683241,0.35701665825340734,0.42323651452282157
multiple,3700,0.27985059271543516,0.3420563490510663,0.40674016282225234
multiple,3800,0.24705787092164802,0.3102819028441983,0.37759520516366984
multiple,3900,0.21922596153846155,0.27663779328904214,0.3466710743801653
multiple,4000,0.20369791666666665,0.2603256655466529,0.329220945083014
multiple,4100,0.18630817333375235,0.23574144486692014,0.3020427962229668
multiple,4200,0.16296212121212122,0.2139997758242462,0.27692695539754364
multiple,4300,0.15383754305396097,0.20373864430468203,0.26470807726075507
multiple,4400,0.1384590368980613,0.1895910780669145,0.25188191065900045
multiple,4500,0.12345626477541372,0.1717557251908397,0.2310609243697479
