multiplicity,time,0.01,0.5,0.99
multiple,100,1,1,1
multiple,200,1,1,1
multiple,300,1,1,1
multiple,400,1,1,1
multiple,500,1,1,1
multiple,600,1,1,1
multiple,700,1,1,1
multiple,800,1,1,1
multiple,900,1,1,1
multiple,1000,1,1,1
multiple,1100,1,1,1
multiple,1200,0.9983220911576616,1,1
multiple,1300,0.996553873918215,0.9991557617744327,1
multiple,1400,0.9923400981996727,0.9966527196652719,0.9992057502438141
multiple,1500,0.987530651667992,0.9927331437489977,0.9973853199871984
multiple,1600,0.9818175499565595,0.9884093165603857,0.994133263596877
multiple,1700,0.9661122471660369,0.9754200325273189,0.984158700799053
multiple,1800,0.9439932997817122,0.9566337593146539,0.9686414508207045
multiple,1900,0.9304121523462797,0.9451171718474821,0.9583707965218469
multiple,2000,0.900233538885414,0.9177292582927536,0.933787060292694
multiple,2100,0.8682870233793053,0.8873002523128679,0.9056987843555856
multiple,2200,0.8472219864176571,0.8688856021781559,0.887815159367345
multiple,2300,0.8066054856657846,0.8288958039876387,0.8500075885328836
multiple,2400,0.7556686477456457,0.7797307869766696,0.8057822703199322
multiple,2500,0.7302326430481942,0.7550002222320992,0.7807189798181479
multiple,2600,0.6797066014669927,0.7062796347384859,0.736291889746832
multiple,2700,0.6305855597173002,0.6598611576112546,0.6886529354479689
multiple,2800,0.6085518551275174,0.6391669168918693,0.668295802609189
multiple,2900,0.5695541820856646,0.5986451187779682,0.6277996231670353
multiple,3000,0.5215251946995234,0.5513356523290298,0.5804076727544233
multiple,3100,0.4975608072765314,0.5292609279841101,0.5584385159476319
multiple,3200,0.45532841885664466,0.48650858544562553,0.5164510653685075
multiple,3300,0.41330568531141065,0.441595547309833,0.469575737894303
multiple,3400,0.3984655228299155,0.42528732715787154,0.45388957149332315
multiple,3500,0.36152560245267246,0.3907906587216393,0.4173627730513699
multiple,3600,0.3275709159920529,0.3561138346996481,0.3841772330741446
multiple,3700,0.31304913057963146,0.3405113938831934,0.36724145141482495
multiple,3800,0.28403647893553263,0.3105007000915504,0.33662833641094514
multiple,3900,0.2553550675815634,0.2810810418300491,0.30667885906040265
multiple,4000,0.24276983539595845,0.2679602169192663,0.29538659086137
multiple,4100,0.21810510268137387,0.2436273379585962,0.2673317262160999
multiple,4200,0.19883046089165518,0.22182081487927474,0.2466384454672635
multiple,4300,0.18764456280311229,0.21120360415213094,0.23552882495220429
multiple,4400,0.16862839570904248,0.19165998396150763,0.21375966875966876
multiple,4500,0.15509775324521868,0.1776261839848265,0.1988531488728166
multiple,4600,0.14783599085595858,0.16906006717560546,0.19011486336461048
